OCPM #,Make/Miss,SR Create TS,SR Close TS,Cust Contact TS,Close and Create Diff
409SDQR,Make,2020-01-06 16:28:00,2020-01-08 12:54:00,2020-01-08 11:32:00,1 days 20:26:00.000000000
409SDW2,Make,2020-01-06 16:48:00,2020-01-08 11:41:00,2020-01-06 16:49:00,1 days 18:53:00.000000000
409SKH5,Make,2020-01-07 09:13:00,2020-01-08 12:00:00,2020-01-07 09:14:00,1 days 02:47:00.000000000
409SLNM,Make,2020-01-07 10:54:00,2020-01-08 12:37:00,,1 days 01:43:00.000000000
409SM7Y,Make,2020-01-07 12:52:00,2020-01-08 12:43:00,2020-01-07 12:52:00,0 days 23:51:00.000000000
409SN73,Make,2020-01-07 13:56:00,2020-01-08 11:45:00,2020-01-07 13:56:00,0 days 21:49:00.000000000
409SP26,Make,2020-01-07 16:37:00,2020-01-08 16:30:00,2020-01-07 16:38:00,0 days 23:53:00.000000000
409RVR6,Miss,2020-01-02 12:07:00,2020-01-08 13:46:00,2020-01-02 12:12:00,6 days 01:39:00.000000000
409RSBK,Miss,2020-01-02 09:43:00,2020-01-08 13:08:00,2020-01-02 09:43:00,6 days 03:25:00.000000000
409S4TQ,Make,2020-01-03 17:42:00,2020-01-08 11:12:00,2020-01-03 17:56:00,4 days 17:30:00.000000000
409SB35,Make,2020-01-06 11:14:00,2020-01-08 11:32:00,2020-01-07 15:23:00,2 days 00:18:00.000000000
409SCFM,Make,2020-01-06 10:45:00,2020-01-08 13:08:00,2020-01-06 10:46:00,2 days 02:23:00.000000000
409SF7Z,Make,2020-01-06 14:59:00,2020-01-08 10:41:00,2020-01-06 14:59:00,1 days 19:42:00.000000000
BNBFBF9,Make,2020-01-06 15:24:00,2020-01-08 14:23:00,2020-01-07 12:55:00,1 days 22:59:00.000000000
409SHZS,Make,2020-01-07 07:57:00,2020-01-08 13:33:00,2020-01-07 07:57:00,1 days 05:36:00.000000000
409SJNT,Make,2020-01-07 08:08:00,2020-01-08 14:35:00,2020-01-07 08:09:00,1 days 06:27:00.000000000
409SNN9,Make,2020-01-07 16:11:00,2020-01-08 14:31:00,2020-01-07 16:15:00,0 days 22:20:00.000000000
409S3ZR,Make,2020-01-03 11:41:00,2020-01-08 07:38:00,2020-01-03 11:42:00,4 days 19:57:00.000000000
409RZMN,Make,2020-01-03 08:56:00,2020-01-08 10:59:00,2020-01-03 08:56:00,5 days 02:03:00.000000000
409SBQF,Make,2020-01-06 11:20:00,2020-01-08 15:27:00,2020-01-06 11:20:00,2 days 04:07:00.000000000
409SBYS,Make,2020-01-06 12:49:00,2020-01-08 15:46:00,2020-01-07 14:27:00,2 days 02:57:00.000000000
409SD3Z,Make,2020-01-06 12:02:00,2020-01-08 19:24:00,,2 days 07:22:00.000000000
409SN5F,Make,2020-01-07 14:47:00,2020-01-08 17:02:00,2020-01-07 14:50:00,1 days 02:15:00.000000000
409S42M,Make,2020-01-03 14:49:00,2020-01-08 13:53:00,2020-01-03 14:59:00,4 days 23:04:00.000000000
409SD4J,Make,2020-01-06 15:04:00,2020-01-08 14:15:00,2020-01-06 15:05:00,1 days 23:11:00.000000000
409SNM6,Make,2020-01-07 16:03:00,2020-01-08 15:36:00,2020-01-07 16:03:00,0 days 23:33:00.000000000
409RVFC,Miss,2020-01-02 11:14:00,2020-01-08 11:40:00,2020-01-02 11:14:00,6 days 00:26:00.000000000
409SCFC,Make,2020-01-06 10:44:00,2020-01-08 19:18:00,2020-01-06 10:45:00,2 days 08:34:00.000000000
409SDSQ,Make,2020-01-06 15:37:00,2020-01-08 14:26:00,2020-01-06 15:37:00,1 days 22:49:00.000000000
409SDVJ,Make,2020-01-06 16:45:00,2020-01-08 11:37:00,2020-01-06 16:45:00,1 days 18:52:00.000000000
409SK2N,Make,2020-01-07 09:37:00,2020-01-08 21:46:00,2020-01-07 09:39:00,1 days 12:09:00.000000000
409SK8B,Make,2020-01-07 08:52:00,2020-01-08 18:02:00,2020-01-07 08:53:00,1 days 09:10:00.000000000
409SN9F,Make,2020-01-07 14:07:00,2020-01-08 11:06:00,2020-01-07 15:07:00,0 days 20:59:00.000000000
409RZWR,Make,2020-01-03 09:33:00,2020-01-08 11:47:00,2020-01-03 09:33:00,5 days 02:14:00.000000000
409SDG6,Make,2020-01-06 15:46:00,2020-01-08 15:48:00,2020-01-08 14:59:00,2 days 00:02:00.000000000
409S4TK,Make,2020-01-03 17:40:00,2020-01-08 13:21:00,,4 days 19:41:00.000000000
409S874,Make,2020-01-06 08:07:00,2020-01-08 13:15:00,2020-01-06 12:06:00,2 days 05:08:00.000000000
409SC46,Make,2020-01-06 12:01:00,2020-01-08 12:37:00,2020-01-06 19:28:00,2 days 00:36:00.000000000
409SCV3,Make,2020-01-06 11:35:00,2020-01-08 21:04:00,2020-01-07 11:28:00,2 days 09:29:00.000000000
409SD7G,Make,2020-01-06 14:18:00,2020-01-08 12:38:00,2020-01-06 16:44:00,1 days 22:20:00.000000000
409SLFR,Make,2020-01-07 10:27:00,2020-01-08 12:52:00,2020-01-07 15:12:00,1 days 02:25:00.000000000
409RWSZ,Miss,2020-01-02 19:54:00,2020-01-08 14:59:00,2020-01-06 12:56:00,5 days 19:05:00.000000000
409SBDM,Make,2020-01-06 11:45:00,2020-01-08 10:02:00,,1 days 22:17:00.000000000
409S2BD,Make,2020-01-03 10:20:00,2020-01-08 12:21:00,2020-01-08 10:37:00,5 days 02:01:00.000000000
409SBY2,Make,2020-01-06 12:45:00,2020-01-08 10:15:00,2020-01-07 11:05:00,1 days 21:30:00.000000000
409SD7P,Make,2020-01-06 14:20:00,2020-01-08 11:51:00,2020-01-06 16:43:00,1 days 21:31:00.000000000
409SDR4,Make,2020-01-06 16:26:00,2020-01-08 13:28:00,,1 days 21:02:00.000000000
409RTQW,Miss,2020-01-02 12:32:00,2020-01-08 16:27:00,2020-01-02 13:10:00,6 days 03:55:00.000000000
409S2T8,Make,2020-01-03 11:32:00,2020-01-08 14:31:00,2020-01-03 12:28:00,5 days 02:59:00.000000000
409S3N4,Make,2020-01-03 12:46:00,2020-01-08 12:40:00,2020-01-03 14:33:00,4 days 23:54:00.000000000
409SDNL,Make,2020-01-06 13:15:00,2020-01-08 16:19:00,2020-01-06 14:10:00,2 days 03:04:00.000000000
409SFDD,Make,2020-01-06 18:58:00,2020-01-08 14:57:00,2020-01-08 11:12:00,1 days 19:59:00.000000000
409RTZ4,Miss,2020-01-02 10:09:00,2020-01-08 12:24:00,2020-01-02 10:40:00,6 days 02:15:00.000000000
409S2QT,Make,2020-01-03 11:20:00,2020-01-08 20:33:00,2020-01-03 12:08:00,5 days 09:13:00.000000000
409S9CT,Make,2020-01-06 10:13:00,2020-01-08 11:47:00,2020-01-07 14:46:00,2 days 01:34:00.000000000
409SCNK,Make,2020-01-06 14:13:00,2020-01-08 15:48:00,2020-01-08 08:30:00,2 days 01:35:00.000000000
409SF49,Make,2020-01-06 16:19:00,2020-01-08 12:09:00,2020-01-07 10:05:00,1 days 19:50:00.000000000
409SKDQ,Make,2020-01-07 10:03:00,2020-01-08 12:41:00,2020-01-07 15:18:00,1 days 02:38:00.000000000
409RTMW,Miss,2020-01-02 12:15:00,2020-01-08 10:36:00,,5 days 22:21:00.000000000
409RW2Y,Miss,2020-01-02 13:47:00,2020-01-08 11:58:00,2020-01-02 14:17:00,5 days 22:11:00.000000000
409SCQG,Make,2020-01-06 14:20:00,2020-01-08 14:33:00,,2 days 00:13:00.000000000
409SLNF,Make,2020-01-07 08:50:00,2020-01-08 11:19:00,2020-01-07 10:36:00,1 days 02:29:00.000000000
409SCKR,Make,2020-01-06 13:02:00,2020-01-08 10:56:00,2020-01-07 12:29:00,1 days 21:54:00.000000000
409SMLJ,Make,2020-01-07 12:35:00,2020-01-08 20:39:00,2020-01-08 11:58:00,1 days 08:04:00.000000000
409RWHM,Miss,2020-01-02 17:23:00,2020-01-08 17:06:00,,5 days 23:43:00.000000000
409SM57,Make,2020-01-07 11:37:00,2020-01-08 19:16:00,,1 days 07:39:00.000000000
409S26W,Make,2020-01-03 10:04:00,2020-01-08 12:14:00,2020-01-03 11:50:00,5 days 02:10:00.000000000
409RSWR,Miss,2020-01-02 10:50:00,2020-01-08 16:34:00,2020-01-03 16:13:00,6 days 05:44:00.000000000
409S8SS,Make,2020-01-06 09:24:00,2020-01-08 14:14:00,2020-01-06 11:22:00,2 days 04:50:00.000000000
BNBDWHD,Make,2020-01-07 11:05:00,2020-01-09 10:40:00,2020-01-08 11:02:00,1 days 23:35:00.000000000
BNBDSGD,Make,2020-01-07 16:18:00,2020-01-09 14:08:00,2020-01-07 16:53:00,1 days 21:50:00.000000000
409RVN8,Miss,2020-01-02 11:51:00,2020-01-09 11:29:00,,6 days 23:38:00.000000000
BNBFNK8,Miss,2020-01-03 12:40:00,2020-01-09 16:06:00,2020-01-08 13:41:00,6 days 03:26:00.000000000
409T896,Make,2020-01-09 14:56:00,2020-01-09 14:58:00,2020-01-09 14:56:00,0 days 00:02:00.000000000
409T6M6,Make,2020-01-09 11:21:00,2020-01-09 11:22:00,2020-01-09 11:21:00,0 days 00:01:00.000000000
409SBR9,Make,2020-01-06 12:29:00,2020-01-09 13:07:00,2020-01-09 09:02:00,3 days 00:38:00.000000000
409SCCG,Make,2020-01-06 13:36:00,2020-01-09 10:23:00,2020-01-07 09:00:00,2 days 20:47:00.000000000
409SLNL,Make,2020-01-07 10:53:00,2020-01-09 13:25:00,,2 days 02:32:00.000000000
409SM8Z,Make,2020-01-07 12:56:00,2020-01-09 12:16:00,2020-01-07 12:57:00,1 days 23:20:00.000000000
409SM9M,Make,2020-01-07 09:56:00,2020-01-09 10:42:00,2020-01-09 10:21:00,2 days 00:46:00.000000000
409SNGZ,Make,2020-01-07 12:40:00,2020-01-09 14:53:00,,2 days 02:13:00.000000000
409ST34,Make,2020-01-08 09:53:00,2020-01-09 11:39:00,2020-01-08 09:55:00,1 days 01:46:00.000000000
409STGT,Make,2020-01-08 10:27:00,2020-01-09 11:02:00,2020-01-08 10:28:00,1 days 00:35:00.000000000
409SVM6,Make,2020-01-08 12:05:00,2020-01-09 13:54:00,2020-01-08 14:24:00,1 days 01:49:00.000000000
409SVNQ,Make,2020-01-08 12:15:00,2020-01-09 13:42:00,2020-01-08 14:27:00,1 days 01:27:00.000000000
409SVSY,Make,2020-01-08 12:30:00,2020-01-09 13:53:00,2020-01-08 14:26:00,1 days 01:23:00.000000000
409SWL3,Make,2020-01-08 10:59:00,2020-01-09 13:38:00,2020-01-09 13:35:00,1 days 02:39:00.000000000
409SWM9,Make,2020-01-08 11:03:00,2020-01-09 12:04:00,2020-01-08 11:31:00,1 days 01:01:00.000000000
409SWMR,Make,2020-01-08 11:06:00,2020-01-09 11:00:00,2020-01-08 11:19:00,0 days 23:54:00.000000000
409SYVV,Make,2020-01-08 13:51:00,2020-01-09 12:56:00,2020-01-08 13:52:00,0 days 23:05:00.000000000
409SZ6H,Make,2020-01-08 17:04:00,2020-01-09 14:32:00,2020-01-08 17:04:00,0 days 21:28:00.000000000
409SZGZ,Make,2020-01-08 20:40:00,2020-01-09 15:04:00,2020-01-08 20:40:00,0 days 18:24:00.000000000
409T4GC,Make,2020-01-09 08:58:00,2020-01-09 09:08:00,2020-01-09 08:58:00,0 days 00:10:00.000000000
409T676,Make,2020-01-09 11:36:00,2020-01-09 11:42:00,2020-01-09 11:37:00,0 days 00:06:00.000000000
409T67Z,Make,2020-01-09 10:40:00,2020-01-09 10:50:00,2020-01-09 10:43:00,0 days 00:10:00.000000000
409T6VN,Make,2020-01-09 09:55:00,2020-01-09 10:17:00,2020-01-09 09:55:00,0 days 00:22:00.000000000
409T6FV,Make,2020-01-09 11:59:00,2020-01-09 12:07:00,2020-01-09 12:00:00,0 days 00:08:00.000000000
409T73Z,Make,2020-01-09 13:24:00,2020-01-09 15:58:00,2020-01-09 14:16:00,0 days 02:34:00.000000000
409RZVL,Miss,2020-01-03 09:28:00,2020-01-09 14:08:00,2020-01-03 09:28:00,6 days 04:40:00.000000000
409RWJT,Miss,2020-01-02 17:38:00,2020-01-09 11:46:00,2020-01-03 08:33:00,6 days 18:08:00.000000000
BNBFC9N,Make,2020-01-06 11:09:00,2020-01-09 09:14:00,2020-01-07 07:33:00,2 days 22:05:00.000000000
409SND2,Make,2020-01-07 15:22:00,2020-01-09 15:24:00,2020-01-07 15:24:00,2 days 00:02:00.000000000
409SWYC,Make,2020-01-08 13:41:00,2020-01-09 15:18:00,2020-01-08 13:43:00,1 days 01:37:00.000000000
409SY2M,Make,2020-01-08 13:52:00,2020-01-09 15:01:00,2020-01-08 13:53:00,1 days 01:09:00.000000000
409SZ68,Make,2020-01-08 17:02:00,2020-01-09 17:00:00,2020-01-08 17:03:00,0 days 23:58:00.000000000
409SMMN,Make,2020-01-07 13:45:00,2020-01-09 17:02:00,2020-01-07 13:46:00,2 days 03:17:00.000000000
409SD62,Make,2020-01-06 13:13:00,2020-01-09 15:43:00,2020-01-06 14:00:00,3 days 02:30:00.000000000
409SDH3,Make,2020-01-06 15:53:00,2020-01-09 13:27:00,2020-01-06 15:53:00,2 days 21:34:00.000000000
409SDWG,Make,2020-01-06 15:52:00,2020-01-09 16:17:00,2020-01-06 15:53:00,3 days 00:25:00.000000000
409SFQW,Make,2020-01-06 21:32:00,2020-01-09 12:12:00,2020-01-06 21:32:00,2 days 14:40:00.000000000
409SPDC,Make,2020-01-07 20:45:00,2020-01-09 12:33:00,2020-01-08 09:42:00,1 days 15:48:00.000000000
409S3YN,Miss,2020-01-03 11:39:00,2020-01-09 18:02:00,,6 days 06:23:00.000000000
409S4GC,Miss,2020-01-03 15:53:00,2020-01-09 21:03:00,,6 days 05:10:00.000000000
409SLPS,Make,2020-01-07 11:57:00,2020-01-09 13:37:00,2020-01-09 10:21:00,2 days 01:40:00.000000000
409SNFZ,Make,2020-01-07 15:35:00,2020-01-09 10:54:00,2020-01-07 15:36:00,1 days 19:19:00.000000000
409SVLV,Make,2020-01-08 12:03:00,2020-01-09 15:32:00,2020-01-08 12:04:00,1 days 03:29:00.000000000
409SYML,Make,2020-01-08 13:11:00,2020-01-09 14:20:00,2020-01-08 13:12:00,1 days 01:09:00.000000000
409S8YJ,Make,2020-01-06 08:38:00,2020-01-09 13:52:00,2020-01-06 08:39:00,3 days 05:14:00.000000000
409SN38,Make,2020-01-07 14:38:00,2020-01-09 11:28:00,2020-01-07 14:44:00,1 days 20:50:00.000000000
409S49B,Miss,2020-01-03 15:24:00,2020-01-09 21:03:00,,6 days 05:39:00.000000000
409S4Z6,Miss,2020-01-03 19:04:00,2020-01-09 14:33:00,2020-01-03 19:05:00,5 days 19:29:00.000000000
409SCCW,Make,2020-01-06 10:39:00,2020-01-09 15:22:00,2020-01-06 10:39:00,3 days 04:43:00.000000000
409RTK2,Miss,2020-01-02 12:02:00,2020-01-09 13:44:00,2020-01-02 12:02:00,7 days 01:42:00.000000000
409S4D4,Miss,2020-01-03 12:42:00,2020-01-09 14:42:00,2020-01-03 12:53:00,6 days 02:00:00.000000000
409SMNV,Make,2020-01-07 12:52:00,2020-01-09 10:40:00,2020-01-08 09:48:00,1 days 21:48:00.000000000
409SP7R,Make,2020-01-07 16:02:00,2020-01-09 15:23:00,2020-01-08 12:49:00,1 days 23:21:00.000000000
409SWGP,Make,2020-01-08 13:45:00,2020-01-09 12:27:00,2020-01-08 13:52:00,0 days 22:42:00.000000000
409S464,Miss,2020-01-03 15:07:00,2020-01-09 15:07:00,2020-01-03 15:21:00,6 days 00:00:00.000000000
409S49V,Miss,2020-01-03 15:29:00,2020-01-09 14:06:00,2020-01-03 15:45:00,5 days 22:37:00.000000000
409S4RY,Miss,2020-01-03 14:20:00,2020-01-09 12:39:00,2020-01-03 14:21:00,5 days 22:19:00.000000000
409SM5W,Make,2020-01-07 12:43:00,2020-01-09 15:59:00,2020-01-07 12:47:00,2 days 03:16:00.000000000
409SB75,Make,2020-01-06 11:27:00,2020-01-09 10:01:00,2020-01-06 11:28:00,2 days 22:34:00.000000000
409SFG2,Make,2020-01-06 16:30:00,2020-01-09 11:39:00,2020-01-06 16:30:00,2 days 19:09:00.000000000
409SL34,Make,2020-01-07 07:53:00,2020-01-09 16:02:00,2020-01-09 10:37:00,2 days 08:09:00.000000000
409SLM9,Make,2020-01-07 11:54:00,2020-01-09 11:10:00,,1 days 23:16:00.000000000
409STP5,Make,2020-01-08 10:44:00,2020-01-09 12:24:00,2020-01-08 11:20:00,1 days 01:40:00.000000000
409SWPF,Make,2020-01-08 14:14:00,2020-01-09 19:07:00,2020-01-09 10:58:00,1 days 04:53:00.000000000
BNBDRYV,Make,2020-01-07 17:37:00,2020-01-09 10:46:00,,1 days 17:09:00.000000000
BNBDVF9,Make,2020-01-07 11:59:00,2020-01-09 11:27:00,2020-01-09 09:30:00,1 days 23:28:00.000000000
409SYN9,Make,2020-01-08 16:15:00,2020-01-09 16:09:00,2020-01-08 16:34:00,0 days 23:54:00.000000000
409SN29,Make,2020-01-07 14:43:00,2020-01-09 12:37:00,2020-01-07 15:55:00,1 days 21:54:00.000000000
409S4CQ,Miss,2020-01-03 15:40:00,2020-01-09 14:31:00,2020-01-03 15:40:00,5 days 22:51:00.000000000
409SDYD,Make,2020-01-06 16:55:00,2020-01-09 09:24:00,2020-01-07 10:30:00,2 days 16:29:00.000000000
BNBFDCW,Make,2020-01-06 09:18:00,2020-01-09 20:24:00,,3 days 11:06:00.000000000
409SJ8L,Make,2020-01-07 07:25:00,2020-01-09 14:48:00,2020-01-07 07:25:00,2 days 07:23:00.000000000
409SSNW,Make,2020-01-08 08:31:00,2020-01-09 12:09:00,2020-01-08 08:39:00,1 days 03:38:00.000000000
409SSWD,Make,2020-01-08 08:45:00,2020-01-09 12:13:00,2020-01-08 08:48:00,1 days 03:28:00.000000000
409SW6P,Make,2020-01-08 13:10:00,2020-01-09 12:26:00,2020-01-08 13:11:00,0 days 23:16:00.000000000
DJHSYQT,Make,2020-01-08 09:12:00,2020-01-09 15:49:00,2020-01-09 11:13:00,1 days 06:37:00.000000000
409SWYW,Make,2020-01-08 14:44:00,2020-01-09 15:48:00,2020-01-08 14:48:00,1 days 01:04:00.000000000
409SCTN,Make,2020-01-06 11:33:00,2020-01-09 11:11:00,2020-01-08 10:53:00,2 days 23:38:00.000000000
409SNJ8,Make,2020-01-07 14:45:00,2020-01-09 13:24:00,2020-01-07 14:46:00,1 days 22:39:00.000000000
409S234,Miss,2020-01-03 09:50:00,2020-01-09 16:15:00,2020-01-03 09:57:00,6 days 06:25:00.000000000
409S2TC,Miss,2020-01-03 11:36:00,2020-01-09 21:01:00,2020-01-03 11:36:00,6 days 09:25:00.000000000
409SKLJ,Make,2020-01-07 10:20:00,2020-01-09 11:59:00,2020-01-07 10:21:00,2 days 01:39:00.000000000
409SL9J,Make,2020-01-07 11:13:00,2020-01-09 17:43:00,2020-01-07 11:16:00,2 days 06:30:00.000000000
409SP6T,Make,2020-01-07 15:42:00,2020-01-09 12:03:00,2020-01-09 11:16:00,1 days 20:21:00.000000000
409SB7D,Make,2020-01-06 11:30:00,2020-01-09 14:55:00,2020-01-06 11:31:00,3 days 03:25:00.000000000
BNBDY9B,Make,2020-01-07 08:59:00,2020-01-09 11:37:00,2020-01-08 08:36:00,2 days 02:38:00.000000000
409RWDG,Miss,2020-01-02 16:57:00,2020-01-09 12:37:00,,6 days 19:40:00.000000000
409S4YD,Miss,2020-01-03 18:42:00,2020-01-09 17:34:00,2020-01-06 09:01:00,5 days 22:52:00.000000000
409S632,Make,2020-01-05 14:29:00,2020-01-09 14:48:00,2020-01-08 17:44:00,4 days 00:19:00.000000000
409SFF8,Make,2020-01-06 19:14:00,2020-01-09 15:07:00,2020-01-08 13:25:00,2 days 19:53:00.000000000
409SJY6,Make,2020-01-07 09:27:00,2020-01-09 16:28:00,2020-01-09 09:08:00,2 days 07:01:00.000000000
409RV23,Make,2020-01-02 11:14:00,2020-01-06 11:09:00,2020-01-02 11:22:00,3 days 23:55:00.000000000
409S4D9,Miss,2020-01-03 14:41:00,2020-01-09 12:48:00,2020-01-03 15:52:00,5 days 22:07:00.000000000
409SB2W,Make,2020-01-06 11:12:00,2020-01-09 09:08:00,2020-01-07 14:39:00,2 days 21:56:00.000000000
409SVWG,Make,2020-01-08 11:36:00,2020-01-09 10:18:00,,0 days 22:42:00.000000000
409RV3Q,Make,2020-01-02 11:27:00,2020-01-06 19:27:00,2020-01-02 11:31:00,4 days 08:00:00.000000000
409RVH2,Make,2020-01-02 11:23:00,2020-01-06 15:26:00,2020-01-02 11:23:00,4 days 04:03:00.000000000
409SJKH,Make,2020-01-07 08:55:00,2020-01-09 11:20:00,2020-01-08 08:17:00,2 days 02:25:00.000000000
409RV9V,Make,2020-01-02 14:00:00,2020-01-06 11:53:00,2020-01-02 14:04:00,3 days 21:53:00.000000000
409SM9Z,Make,2020-01-07 11:57:00,2020-01-09 12:58:00,2020-01-07 13:11:00,2 days 01:01:00.000000000
409SRJY,Make,2020-01-08 07:43:00,2020-01-09 13:23:00,2020-01-09 08:19:00,1 days 05:40:00.000000000
409RW57,Miss,2020-01-02 15:58:00,2020-01-09 11:01:00,2020-01-03 12:00:00,6 days 19:03:00.000000000
409S2JL,Miss,2020-01-03 07:48:00,2020-01-09 13:25:00,2020-01-03 08:20:00,6 days 05:37:00.000000000
409S4HL,Miss,2020-01-03 16:01:00,2020-01-09 13:22:00,2020-01-06 11:45:00,5 days 21:21:00.000000000
409SJVM,Make,2020-01-07 09:22:00,2020-01-09 16:41:00,2020-01-07 16:46:00,2 days 07:19:00.000000000
409SVMG,Make,2020-01-08 12:07:00,2020-01-09 13:40:00,2020-01-08 16:33:00,1 days 01:33:00.000000000
409S2JW,Make,2020-01-03 11:02:00,2020-01-06 12:12:00,2020-01-03 11:25:00,3 days 01:10:00.000000000
409S9D8,Make,2020-01-06 10:14:00,2020-01-09 17:59:00,2020-01-07 18:24:00,3 days 07:45:00.000000000
409SDDB,Make,2020-01-06 12:37:00,2020-01-09 15:24:00,,3 days 02:47:00.000000000
409S8D6,Make,2020-01-06 08:34:00,2020-01-09 16:02:00,2020-01-06 11:35:00,3 days 07:28:00.000000000
409S224,Miss,2020-01-03 09:42:00,2020-01-09 14:31:00,2020-01-08 15:26:00,6 days 04:49:00.000000000
409SHN6,Make,2020-01-07 07:06:00,2020-01-09 09:22:00,2020-01-07 14:45:00,2 days 02:16:00.000000000
409SKC7,Make,2020-01-07 09:59:00,2020-01-09 10:48:00,2020-01-09 09:43:00,2 days 00:49:00.000000000
409SLVS,Make,2020-01-07 11:11:00,2020-01-09 11:37:00,2020-01-08 08:02:00,2 days 00:26:00.000000000
409SMJY,Make,2020-01-07 13:29:00,2020-01-09 10:58:00,,1 days 21:29:00.000000000
409ST84,Make,2020-01-08 09:06:00,2020-01-09 12:40:00,2020-01-08 13:29:00,1 days 03:34:00.000000000
409SD8V,Make,2020-01-06 15:25:00,2020-01-09 12:48:00,2020-01-08 12:40:00,2 days 21:23:00.000000000
409SLLW,Make,2020-01-07 11:46:00,2020-01-09 12:42:00,2020-01-07 12:10:00,2 days 00:56:00.000000000
409RVWG,Miss,2020-01-02 15:27:00,2020-01-09 15:43:00,2020-01-08 14:39:00,7 days 00:16:00.000000000
409RW5N,Miss,2020-01-02 13:03:00,2020-01-09 11:47:00,2020-01-06 15:10:00,6 days 22:44:00.000000000
409TDRT,Make,2020-01-10 10:56:00,2020-01-10 11:00:00,,0 days 00:04:00.000000000
409SBZQ,Make,2020-01-06 12:53:00,2020-01-10 09:04:00,2020-01-10 09:01:00,3 days 20:11:00.000000000
409STB6,Make,2020-01-08 10:16:00,2020-01-10 13:42:00,2020-01-10 10:19:00,2 days 03:26:00.000000000
409SVYY,Make,2020-01-08 12:43:00,2020-01-10 10:24:00,2020-01-08 12:45:00,1 days 21:41:00.000000000
409SZ8Y,Make,2020-01-08 15:35:00,2020-01-10 13:10:00,2020-01-08 15:36:00,1 days 21:35:00.000000000
409T5ZP,Make,2020-01-09 09:24:00,2020-01-10 16:33:00,2020-01-09 09:25:00,1 days 07:09:00.000000000
409T6D7,Make,2020-01-09 10:57:00,2020-01-10 14:15:00,2020-01-09 11:10:00,1 days 03:18:00.000000000
409T895,Make,2020-01-09 15:56:00,2020-01-10 12:48:00,2020-01-10 09:45:00,0 days 20:52:00.000000000
409TDSC,Make,2020-01-10 10:59:00,2020-01-10 11:06:00,,0 days 00:07:00.000000000
409RSQH,Miss,2020-01-02 10:33:00,2020-01-10 11:00:00,,8 days 00:27:00.000000000
409RTQB,Miss,2020-01-02 10:31:00,2020-01-10 10:55:00,2020-01-02 10:32:00,8 days 00:24:00.000000000
409SCQ9,Make,2020-01-06 14:20:00,2020-01-10 12:43:00,2020-01-06 14:20:00,3 days 22:23:00.000000000
409SC7T,Make,2020-01-06 11:19:00,2020-01-10 19:26:00,2020-01-06 11:27:00,4 days 08:07:00.000000000
409SNWB,Make,2020-01-07 14:06:00,2020-01-10 13:15:00,2020-01-07 14:07:00,2 days 23:09:00.000000000
409SYL9,Make,2020-01-08 16:03:00,2020-01-10 16:15:00,2020-01-08 16:17:00,2 days 00:12:00.000000000
409S528,Miss,2020-01-03 19:47:00,2020-01-10 21:03:00,2020-01-03 19:47:00,7 days 01:16:00.000000000
409S58K,Miss,2020-01-04 08:53:00,2020-01-10 21:04:00,2020-01-04 08:54:00,6 days 12:11:00.000000000
BNBDKNK,Make,2020-01-08 17:37:00,2020-01-10 13:43:00,2020-01-09 14:52:00,1 days 20:06:00.000000000
409SB5C,Make,2020-01-06 11:21:00,2020-01-10 17:09:00,2020-01-07 11:44:00,4 days 05:48:00.000000000
409S8HJ,Make,2020-01-06 08:48:00,2020-01-10 21:06:00,2020-01-06 08:49:00,4 days 12:18:00.000000000
409T6LM,Make,2020-01-09 12:19:00,2020-01-10 13:20:00,2020-01-09 12:19:00,1 days 01:01:00.000000000
409SS82,Make,2020-01-08 10:25:00,2020-01-10 15:58:00,2020-01-08 10:25:00,2 days 05:33:00.000000000
409SBLY,Make,2020-01-06 12:06:00,2020-01-10 14:33:00,2020-01-06 17:00:00,4 days 02:27:00.000000000
409SWJ6,Make,2020-01-08 13:52:00,2020-01-10 11:42:00,2020-01-08 13:54:00,1 days 21:50:00.000000000
BNBDDHS,Make,2020-01-09 15:16:00,2020-01-10 15:40:00,2020-01-09 15:39:00,1 days 00:24:00.000000000
409SB9H,Make,2020-01-06 11:34:00,2020-01-10 21:24:00,2020-01-06 11:36:00,4 days 09:50:00.000000000
409S9VR,Make,2020-01-06 11:03:00,2020-01-10 16:57:00,2020-01-06 11:03:00,4 days 05:54:00.000000000
409SFK5,Make,2020-01-06 17:42:00,2020-01-10 12:32:00,2020-01-06 17:43:00,3 days 18:50:00.000000000
409ST4Z,Make,2020-01-08 09:57:00,2020-01-10 11:38:00,2020-01-08 18:31:00,2 days 01:41:00.000000000
409RSTV,Miss,2020-01-02 10:43:00,2020-01-10 13:49:00,2020-01-02 11:07:00,8 days 03:06:00.000000000
409RVQ8,Miss,2020-01-02 15:05:00,2020-01-10 11:55:00,2020-01-02 15:05:00,7 days 20:50:00.000000000
409RW3W,Miss,2020-01-02 15:51:00,2020-01-10 13:36:00,2020-01-02 15:52:00,7 days 21:45:00.000000000
BNBFZDP,Miss,2020-01-02 08:45:00,2020-01-10 09:48:00,,8 days 01:03:00.000000000
DJHSZWV,Miss,2020-01-02 09:50:00,2020-01-10 09:23:00,,7 days 23:33:00.000000000
409RZWD,Miss,2020-01-03 09:33:00,2020-01-10 12:28:00,2020-01-03 09:33:00,7 days 02:55:00.000000000
409S5YD,Make,2020-01-05 11:14:00,2020-01-10 18:03:00,2020-01-05 11:15:00,5 days 06:49:00.000000000
